RespondentID,Purchased response?,Source,L1 Eng?,L1s,Other Ls,Country,Age,Gender,years Eng,Eng residence,1stOr2ndResponse,What is happening?
5169489445,yes,NSv1pt2,Yes,,American Sign Language ,USA,19,female,,USA 19 years,1,She likes to jog.
5169489445,yes,NSv1pt2,Yes,,American Sign Language ,USA,19,female,,USA 19 years,2,Jogging is healthy for the body.    
5169487669,yes,NSv1pt2,Yes,,,USA,39,female,,USA 39 years,1,The woman is jogging.
5169487669,yes,NSv1pt2,Yes,,,USA,39,female,,USA 39 years,2,The woman is running.
5169478667,yes,NSv1pt2,No,,,,,,,,1,0
5169478667,yes,NSv1pt2,No,,,,,,,,2,0
5169478339,yes,NSv1pt2,Yes,,,USA,63,female,,USA,1,The girl is jogging
5169478339,yes,NSv1pt2,Yes,,,USA,63,female,,USA,2,The girl is running
5169474106,yes,NSv1pt2,Yes,,Farsi,USA,26,male,,USA 26 years,1,The girl is running.
5169474106,yes,NSv1pt2,Yes,,Farsi,USA,26,male,,USA 26 years,2,The girl is going on a run.
5169473399,yes,NSv1pt2,Yes,,,USA,54,female,,,1,the girl is jogging 
5169473399,yes,NSv1pt2,Yes,,,USA,54,female,,,2,the girl is running 
5169472598,yes,NSv1pt2,Yes,,,USA,64,male,,USA 64 years,1,The woman is running.
5169472598,yes,NSv1pt2,Yes,,,USA,64,male,,USA 64 years,2,Running is this woman's chosen activity.
5169470270,yes,NSv1pt2,Yes,,French,USA,35,female,,USA,1,This is the way she runs in every day activity.  
5169470270,yes,NSv1pt2,Yes,,French,USA,35,female,,USA,2,A young woman is running as a way to stay fit.
5169463329,yes,NSv1pt2,Yes,,,USA  ,54,female,,USA 54 years,1,A person is wearing red shoes.
5169463329,yes,NSv1pt2,Yes,,,USA  ,54,female,,USA 54 years,2,A person is running.
5169460275,yes,NSv1pt2,No,,,,,,10 years or more,,1,0
5169460275,yes,NSv1pt2,No,,,,,,10 years or more,,2,0
5169455515,yes,NSv1pt2,Yes,,,USA,65,female,,USA 65 years,1,The girl is out for her running exercise of the day.
5169455515,yes,NSv1pt2,Yes,,,USA,65,female,,USA 65 years,2,The girl is doing her running exercise on a nice summer day.  
5169449777,yes,NSv1pt2,Yes,,,USA,67,female,,USA 67 years,1,The woman is running
5169449777,yes,NSv1pt2,Yes,,,USA,67,female,,USA 67 years,2,The woman is jogging for exercise  
5169447734,yes,NSv1pt2,Yes,,,USA,39,male,,USA 39 years,1,0
5169447734,yes,NSv1pt2,Yes,,,USA,39,male,,USA 39 years,2,0
5169444726,yes,NSv1pt2,Yes,,,USA,27,female,,USA 27 years,1,Anne runs left
5169444726,yes,NSv1pt2,Yes,,,USA,27,female,,USA 27 years,2,The Earth gets kicked by Anne
5169444447,yes,NSv1pt2,Yes,,,USA,26,female,,,1,A woman is jogging.
5169444447,yes,NSv1pt2,Yes,,,USA,26,female,,,2,A woman with a ponytail runs.
5169444308,yes,NSv1pt2,Yes,,,USA,36,female,,,1,The woman is running to get in some exercise.
5169444308,yes,NSv1pt2,Yes,,,USA,36,female,,,2,The woman is running while thinking about her day.
5169442992,yes,NSv1pt2,Yes,,,USA,29,female,,USA 29 years,1,A girl is running.
5169442992,yes,NSv1pt2,Yes,,,USA,29,female,,USA 29 years,2,There is a running girl.
5169440114,yes,NSv1pt2,Yes,,,USA,71,female,,USA 71 years,1,0
5169440114,yes,NSv1pt2,Yes,,,USA,71,female,,USA 71 years,2,0
5169438009,yes,NSv1pt2,No,,,,24,female,,,1,The girl is jogging. 
5169438009,yes,NSv1pt2,No,,,,24,female,,,2,The girl likes to jog. 
5169435218,yes,NSv1pt2,Yes,,,USA,38,female,,USA 38 years,1,The woman is jogging. 
5169435218,yes,NSv1pt2,Yes,,,USA,38,female,,USA 38 years,2,The woman is exercising. 
5169432978,yes,NSv1pt2,Yes,,,USA,80,male,,"UK (England)  4 years, Okinawa (as a USA protectorate after WW2) 3 years",1,The runner is training for the upcomming soccer season. Running or jogging are excellent ways to develope endurance strength.
5169432978,yes,NSv1pt2,Yes,,,USA,80,male,,"UK (England)  4 years, Okinawa (as a USA protectorate after WW2) 3 years",2,Along with the development of strength a major benefit  of jogging or running  is cardio development which adds to  awinning soccer season.
5169432429,yes,NSv1pt2,Yes,,,USA,50,female,,,1,0
5169432429,yes,NSv1pt2,Yes,,,USA,50,female,,,2,0
5169432133,yes,NSv1pt2,Yes,,,USA,42,male,,USA 42 years,1,0
5169432133,yes,NSv1pt2,Yes,,,USA,42,male,,USA 42 years,2,0
5169430799,yes,NSv1pt2,Yes,,,US,32,female,,USA 32 years,1,A woman is jogging.
5169430799,yes,NSv1pt2,Yes,,,US,32,female,,USA 32 years,2,A woman is taking a jog.
5169430387,yes,NSv1pt2,Yes,,,USA,67,female,,"USA 65 years, UK (England) 2 years",1,The girl is jogging.
5169430387,yes,NSv1pt2,Yes,,,USA,67,female,,"USA 65 years, UK (England) 2 years",2,"To keep fit, the lady runs daily."
5169427819,yes,NSv1pt2,Yes,,,USA,61,female,,USA 61 years,1,The girl is jogging.
5169427819,yes,NSv1pt2,Yes,,,USA,61,female,,USA 61 years,2,The runner is a girl.
5169426420,yes,NSv1pt2,Yes,,,USA ,65,female,,USA 65 years,1,A woman is running. 
5169426420,yes,NSv1pt2,Yes,,,USA ,65,female,,USA 65 years,2,A woman is jogging. 
5169425397,yes,NSv1pt2,Yes,,,USA,44,male,,Germany 3 years,1,The woman is running. 
5169425397,yes,NSv1pt2,Yes,,,USA,44,male,,Germany 3 years,2,The woman went for a run. 
5169423688,yes,NSv1pt2,Yes,,,USA ,40,female,,USA 40 years,1,A woman is jogging. 
5169423688,yes,NSv1pt2,Yes,,,USA ,40,female,,USA 40 years,2,A woman is exercising. 
5169419965,yes,NSv1pt2,Yes,,,USA,46,male,,USA 46,1,The woman is jogging.
5169419965,yes,NSv1pt2,Yes,,,USA,46,male,,USA 46,2,The woman is running.
5169417563,yes,NSv1pt2,Yes,,,USA,37,female,,"USA 33 years, Germany (West) 4 years",1,0
5169417563,yes,NSv1pt2,Yes,,,USA,37,female,,"USA 33 years, Germany (West) 4 years",2,0
5169415412,yes,NSv1pt2,Yes,,None,USA,56,female,,USA 56 years,1,0
5169415412,yes,NSv1pt2,Yes,,None,USA,56,female,,USA 56 years,2,0
5169414365,yes,NSv1pt2,Yes,,,USA,35,female,,USA 36 years,1,The lady is running
5169414365,yes,NSv1pt2,Yes,,,USA,35,female,,USA 36 years,2,The lady is doing excercise
5169412663,yes,NSv1pt2,Yes,,German,USA,65,female,,USA 65 years,1,A woman is running.
5169412663,yes,NSv1pt2,Yes,,German,USA,65,female,,USA 65 years,2,A woman is jogging.
5169408302,yes,NSv1pt2,No,Tamil,,India,69,male,8 - 10 years,USA 2 years,1,the girl is jogging for exercising
5169408302,yes,NSv1pt2,No,Tamil,,India,69,male,8 - 10 years,USA 2 years,2,the girl has put on a jogging shoes for running a race
5169406464,yes,NSv1pt2,Yes,,,USA,54,female,,USA 54 years,1,the woman is running
5169406464,yes,NSv1pt2,Yes,,,USA,54,female,,USA 54 years,2,the woman is excercising
5169393846,yes,NSv1pt2,Yes,,,USA,19,female,,,1,A woman goes for a jog. 
5169393846,yes,NSv1pt2,Yes,,,USA,19,female,,,2,The woman is running. 
5169393773,yes,NSv1pt2,Yes,,,USA,63,female,,USA 63 years,1,A woman is jogging.
5169393773,yes,NSv1pt2,Yes,,,USA,63,female,,USA 63 years,2,A woman is running for exercise.
5169392861,yes,NSv1pt2,Yes,,,USA,32,female,,USA,1,She is exercising. 
5169392861,yes,NSv1pt2,Yes,,,USA,32,female,,USA,2,She likes to run.
5169390387,yes,NSv1pt2,Yes,,,Peru,55,male,,,1,0
5169390387,yes,NSv1pt2,Yes,,,Peru,55,male,,,2,0
5169385594,yes,NSv1pt2,Yes,,,USA,29,male,,USA 29 years,1,A woman with brown hair is running.
5169385594,yes,NSv1pt2,Yes,,,USA,29,male,,USA 29 years,2,A woman is running with red and blue shoes.
5169384593,yes,NSv1pt2,Yes,,Zuni ,USA,45,male,,USA ,1,0
5169384593,yes,NSv1pt2,Yes,,Zuni ,USA,45,male,,USA ,2,0
5169380426,yes,NSv1pt2,Yes,,,USA,58,female,,,1,The girl is jogging. 
5169380426,yes,NSv1pt2,Yes,,,USA,58,female,,,2,The girl is running a marathon.
5169380425,yes,NSv1pt2,Yes,,,USA,51,female,,USA 51 years,1,The female is running.
5169380425,yes,NSv1pt2,Yes,,,USA,51,female,,USA 51 years,2,The female is jogging.
5169379038,yes,NSv1pt2,Yes,,,UK (Britain),49,female,,"Great UK (Britain) 20 years, USA 20 years",1,The girl is jogging.
5169379038,yes,NSv1pt2,Yes,,,UK (Britain),49,female,,"Great UK (Britain) 20 years, USA 20 years",2,The girl is running for exercise.
5169375761,yes,NSv1pt2,Yes,,,UK (England),54,female,,"UK (England) 32 years, USA 22 years",1,The lady is running
5169375761,yes,NSv1pt2,Yes,,,UK (England),54,female,,"UK (England) 32 years, USA 22 years",2,The lady is jogging
5178230315,yes,NSv2pt2,Yes,,,America,63,male,,,1,0
5178230315,yes,NSv2pt2,Yes,,,America,63,male,,,2,0
5178225833,yes,NSv2pt2,Yes,,,USA,61,male,,,1,0
5178225833,yes,NSv2pt2,Yes,,,USA,61,male,,,2,0
5178225041,yes,NSv2pt2,Yes,,Spanish,USA,27,male,,USA 27 years,1,0
5178225041,yes,NSv2pt2,Yes,,Spanish,USA,27,male,,USA 27 years,2,0
5178219971,yes,NSv2pt2,Yes,,,USA,56,male,,,1,0
5178219971,yes,NSv2pt2,Yes,,,USA,56,male,,,2,0
5178216850,yes,NSv2pt2,Yes,,,,,,,,1,0
5178216850,yes,NSv2pt2,Yes,,,,,,,,2,0
5178216479,yes,NSv2pt2,Yes,,,USA,37,male,,Japan 1 year,1,0
5178216479,yes,NSv2pt2,Yes,,,USA,37,male,,Japan 1 year,2,0
5178211832,yes,NSv2pt2,Yes,,,USA,47,male,,USA 47 years,1,0
5178211832,yes,NSv2pt2,Yes,,,USA,47,male,,USA 47 years,2,0
5178205669,yes,NSv2pt2,Yes,,,USA,18,male,,USA 15 years,1,0
5178205669,yes,NSv2pt2,Yes,,,USA,18,male,,USA 15 years,2,0
5178202907,yes,NSv2pt2,Yes,,German,USA,36,male,,"Germany 2 years, South Korea 2 years",1,0
5178202907,yes,NSv2pt2,Yes,,German,USA,36,male,,"Germany 2 years, South Korea 2 years",2,0
5178202036,yes,NSv2pt2,Yes,,,USA,18,male,,USA 17 years,1,0
5178202036,yes,NSv2pt2,Yes,,,USA,18,male,,USA 17 years,2,0
5178197008,yes,NSv2pt2,Yes,,,USA,20,male,,,1,0
5178197008,yes,NSv2pt2,Yes,,,USA,20,male,,,2,0
5178195859,yes,NSv2pt2,Yes,,,USA,23,male,,USA 23 years,1,0
5178195859,yes,NSv2pt2,Yes,,,USA,23,male,,USA 23 years,2,0
5178191658,yes,NSv2pt2,Yes,,,USA,31,male,,,1,0
5178191658,yes,NSv2pt2,Yes,,,USA,31,male,,,2,0
5178183658,yes,NSv2pt2,Yes,,,USA,31,male,,,1,0
5178183658,yes,NSv2pt2,Yes,,,USA,31,male,,,2,0
5178182566,yes,NSv2pt2,Yes,,,USA,44,male,,USA 44 years,1,0
5178182566,yes,NSv2pt2,Yes,,,USA,44,male,,USA 44 years,2,0
5178181180,yes,NSv2pt2,Yes,,,USA,31,male,,USA 31 years,1,0
5178181180,yes,NSv2pt2,Yes,,,USA,31,male,,USA 31 years,2,0
5178168754,yes,NSv2pt2,Yes,,,USA,44,male,,USA 44 years,1,0
5178168754,yes,NSv2pt2,Yes,,,USA,44,male,,USA 44 years,2,0
5178168691,yes,NSv2pt2,Yes,,,USA,44,male,,USA 44 years,1,0
5178168691,yes,NSv2pt2,Yes,,,USA,44,male,,USA 44 years,2,0
5178166680,yes,NSv2pt2,Yes,,,USA,67,male,,USA 67 years,1,0
5178166680,yes,NSv2pt2,Yes,,,USA,67,male,,USA 67 years,2,0
5178154166,yes,NSv2pt2,Yes,,,,,,,,1,0
5178154166,yes,NSv2pt2,Yes,,,,,,,,2,0
5178152722,yes,NSv2pt2,Yes,,,USA,69,male,,USA 69 years,1,0
5178152722,yes,NSv2pt2,Yes,,,USA,69,male,,USA 69 years,2,0
5178151775,yes,NSv2pt2,No,Spanish,,,,,2 - 3 years,,1,0
5178151775,yes,NSv2pt2,No,Spanish,,,,,2 - 3 years,,2,0
5178148008,yes,NSv2pt2,Yes,,,USA,54,male,,USA 54 years,1,0
5178148008,yes,NSv2pt2,Yes,,,USA,54,male,,USA 54 years,2,0
5178145281,yes,NSv2pt2,Yes,,,USA,63,male,,,1,0
5178145281,yes,NSv2pt2,Yes,,,USA,63,male,,,2,0
5178139052,yes,NSv2pt2,Yes,,,USA,46,female,,USA 46 years,1,0
5178139052,yes,NSv2pt2,Yes,,,USA,46,female,,USA 46 years,2,0
5178137492,yes,NSv2pt2,Yes,,,USA,25,female,,Ireland 1.5 months,1,0
5178137492,yes,NSv2pt2,Yes,,,USA,25,female,,Ireland 1.5 months,2,0
5178136854,yes,NSv2pt2,Yes,,,USA,24,female,,USA 24,1,0
5178136854,yes,NSv2pt2,Yes,,,USA,24,female,,USA 24,2,0
5178135397,yes,NSv2pt2,No,,,Canada,54,female,10 years or more,Canada 54 years,1,0
5178135397,yes,NSv2pt2,No,,,Canada,54,female,10 years or more,Canada 54 years,2,0
5178135042,yes,NSv2pt2,Yes,,,USA,19,female,,USA 19 years,1,0
5178135042,yes,NSv2pt2,Yes,,,USA,19,female,,USA 19 years,2,0
5178134904,yes,NSv2pt2,Yes,,,USA ,42,male,,USA 42 years,1,0
5178134904,yes,NSv2pt2,Yes,,,USA ,42,male,,USA 42 years,2,0
5178134138,yes,NSv2pt2,Yes,,,USA,42,female,,USA  42 years,1,0
5178134138,yes,NSv2pt2,Yes,,,USA,42,female,,USA  42 years,2,0
5178133919,yes,NSv2pt2,Yes,,,USA,26,female,,USA 26 years,1,0
5178133919,yes,NSv2pt2,Yes,,,USA,26,female,,USA 26 years,2,0
5178133730,yes,NSv2pt2,Yes,,,USA,41,female,,USA 41 years,1,0
5178133730,yes,NSv2pt2,Yes,,,USA,41,female,,USA 41 years,2,0
5178133646,yes,NSv2pt2,Yes,,,USA,77,female,,USA 77 years,1,0
5178133646,yes,NSv2pt2,Yes,,,USA,77,female,,USA 77 years,2,0
5178133357,yes,NSv2pt2,No,,,,,,,,1,0
5178133357,yes,NSv2pt2,No,,,,,,,,2,0
5178132638,yes,NSv2pt2,Yes,,,USA,37,male,,USA 37 years,1,0
5178132638,yes,NSv2pt2,Yes,,,USA,37,male,,USA 37 years,2,0
5178132595,yes,NSv2pt2,Yes,,,USA,54,male,,USA,1,0
5178132595,yes,NSv2pt2,Yes,,,USA,54,male,,USA,2,0
5178129650,yes,NSv2pt2,Yes,,,USA,19,female,,USA 19 years,1,0
5178129650,yes,NSv2pt2,Yes,,,USA,19,female,,USA 19 years,2,0
5178129205,yes,NSv2pt2,Yes,,none,,,,,,1,0
5178129205,yes,NSv2pt2,Yes,,none,,,,,,2,0
5178126588,yes,NSv2pt2,Yes,,,USA,23,female,,USA 23 years,1,0
5178126588,yes,NSv2pt2,Yes,,,USA,23,female,,USA 23 years,2,0
5178125695,yes,NSv2pt2,Yes,,,USA,40,male,,None,1,0
5178125695,yes,NSv2pt2,Yes,,,USA,40,male,,None,2,0
5178125365,yes,NSv2pt2,Yes,,Spanish,USA,33,male,,USA 33 years,1,0
5178125365,yes,NSv2pt2,Yes,,Spanish,USA,33,male,,USA 33 years,2,0
5178124780,yes,NSv2pt2,Yes,,,USA,25,female,,USA 25 years,1,0
5178124780,yes,NSv2pt2,Yes,,,USA,25,female,,USA 25 years,2,0
5178123609,yes,NSv2pt2,Yes,,,USA,34,female,,USA 34 years,1,0
5178123609,yes,NSv2pt2,Yes,,,USA,34,female,,USA 34 years,2,0
5178123464,yes,NSv2pt2,Yes,,,USA,29,female,,USA 29 years ,1,0
5178123464,yes,NSv2pt2,Yes,,,USA,29,female,,USA 29 years ,2,0
5178123421,yes,NSv2pt2,Yes,,,,46,male,,,1,0
5178123421,yes,NSv2pt2,Yes,,,,46,male,,,2,0
5178120798,yes,NSv2pt2,Yes,,French,USA,19,male,,USA 19 years,1,0
5178120798,yes,NSv2pt2,Yes,,French,USA,19,male,,USA 19 years,2,0
5178120118,yes,NSv2pt2,Yes,,,USA,36,male,,,1,0
5178120118,yes,NSv2pt2,Yes,,,USA,36,male,,,2,0
5178117070,yes,NSv2pt2,Yes,,,USA,21,female,,,1,0
5178117070,yes,NSv2pt2,Yes,,,USA,21,female,,,2,0
5178114624,yes,NSv2pt2,Yes,,,USA ,46,female,,,1,0
5178114624,yes,NSv2pt2,Yes,,,USA ,46,female,,,2,0
5178114460,yes,NSv2pt2,Yes,,Spanish,USA,35,female,,USA 35 years,1,0
5178114460,yes,NSv2pt2,Yes,,Spanish,USA,35,female,,USA 35 years,2,0
5178108329,yes,NSv2pt2,Yes,,,USA,69,female,,None,1,0
5178108329,yes,NSv2pt2,Yes,,,USA,69,female,,None,2,0
5178106425,yes,NSv2pt2,Yes,,,USA,45,female,,USA 45 years,1,0
5178106425,yes,NSv2pt2,Yes,,,USA,45,female,,USA 45 years,2,0
5178105633,yes,NSv2pt2,Yes,,Italian,USA,49,male,,USA 47 years,1,0
5178105633,yes,NSv2pt2,Yes,,Italian,USA,49,male,,USA 47 years,2,0
5178103951,yes,NSv2pt2,Yes,,,USA,49,male,,"USA 45, UK (England) 4",1,0
5178103951,yes,NSv2pt2,Yes,,,USA,49,male,,"USA 45, UK (England) 4",2,0
5178101495,yes,NSv2pt2,Yes,,german,USA,33,female,,"USA 32 years, scottland 1 year",1,0
5178101495,yes,NSv2pt2,Yes,,german,USA,33,female,,"USA 32 years, scottland 1 year",2,0
5178100310,yes,NSv2pt2,Yes,,,USA,55,female,,,1,0
5178100310,yes,NSv2pt2,Yes,,,USA,55,female,,,2,0
5178100040,yes,NSv2pt2,Yes,,,USA,44,female,,USA,1,0
5178100040,yes,NSv2pt2,Yes,,,USA,44,female,,USA,2,0
5178099846,yes,NSv2pt2,Yes,,,USA,63,female,,USA 63 years,1,0
5178099846,yes,NSv2pt2,Yes,,,USA,63,female,,USA 63 years,2,0
5178099182,yes,NSv2pt2,Yes,,French,Haiti,49,female,,USA,1,0
5178099182,yes,NSv2pt2,Yes,,French,Haiti,49,female,,USA,2,0
5178098888,yes,NSv2pt2,Yes,,,USA,24,female,,,1,0
5178098888,yes,NSv2pt2,Yes,,,USA,24,female,,,2,0
5178095802,yes,NSv2pt2,Yes,,,USA,19,female,,USA 19 years,1,0
5178095802,yes,NSv2pt2,Yes,,,USA,19,female,,USA 19 years,2,0
5178090288,yes,NSv2pt2,Yes,,,America,69,female,,USA 69 years,1,0
5178090288,yes,NSv2pt2,Yes,,,America,69,female,,USA 69 years,2,0
5178088418,yes,NSv2pt2,Yes,,,,32,female,,,1,0
5178088418,yes,NSv2pt2,Yes,,,,32,female,,,2,0
5178088087,yes,NSv2pt2,No,"Arabic, French",,Egypt,21,female,8 - 10 years,None,1,0
5178088087,yes,NSv2pt2,No,"Arabic, French",,Egypt,21,female,8 - 10 years,None,2,0
5178085609,yes,NSv2pt2,Yes,,,USA,26,female,,USA 26 years,1,0
5178085609,yes,NSv2pt2,Yes,,,USA,26,female,,USA 26 years,2,0
5178083842,yes,NSv2pt2,Yes,,Afrikaans,South Africa,54,female,,"South Africa 37 years, USA 17 years",1,0
5178083842,yes,NSv2pt2,Yes,,Afrikaans,South Africa,54,female,,"South Africa 37 years, USA 17 years",2,0
5178081586,yes,NSv2pt2,Yes,,,USA,62,male,,USA 62 years,1,0
5178081586,yes,NSv2pt2,Yes,,,USA,62,male,,USA 62 years,2,0
5178078402,yes,NSv2pt2,Yes,,,USA,35,female,,,1,0
5178078402,yes,NSv2pt2,Yes,,,USA,35,female,,,2,0
5178077635,yes,NSv2pt2,Yes,,,USA,58,male,,USA,1,0
5178077635,yes,NSv2pt2,Yes,,,USA,58,male,,USA,2,0
5178075015,yes,NSv2pt2,Yes,,,USA,46,female,,USA 46 years  ,1,0
5178075015,yes,NSv2pt2,Yes,,,USA,46,female,,USA 46 years  ,2,0
5178073530,yes,NSv2pt2,Yes,,,India,37,male,,India 25 years,1,0
5178073530,yes,NSv2pt2,Yes,,,India,37,male,,India 25 years,2,0
5178073123,yes,NSv2pt2,Yes,,,USA,71,female,,,1,0
5178073123,yes,NSv2pt2,Yes,,,USA,71,female,,,2,0
5178072626,yes,NSv2pt2,Yes,,,USA,47,male,,USA 47 years,1,0
5178072626,yes,NSv2pt2,Yes,,,USA,47,male,,USA 47 years,2,0
5178072327,yes,NSv2pt2,Yes,,,USA,45,female,,USA 45 years,1,0
5178072327,yes,NSv2pt2,Yes,,,USA,45,female,,USA 45 years,2,0
5178071573,yes,NSv2pt2,No,,,,,,1 year or less,,1,0
5178071573,yes,NSv2pt2,No,,,,,,1 year or less,,2,0
5178070980,yes,NSv2pt2,Yes,,,USA,41,male,,USA 41 years,1,0
5178070980,yes,NSv2pt2,Yes,,,USA,41,male,,USA 41 years,2,0
5178070751,yes,NSv2pt2,Yes,,,USA,28,female,,USA 28 years,1,0
5178070751,yes,NSv2pt2,Yes,,,USA,28,female,,USA 28 years,2,0
5178067564,yes,NSv2pt2,Yes,,Spanish ,USA ,27,female,,USA ,1,0
5178067564,yes,NSv2pt2,Yes,,Spanish ,USA ,27,female,,USA ,2,0
5178064635,yes,NSv2pt2,Yes,,,USA,31,female,,USA 31 years,1,0
5178064635,yes,NSv2pt2,Yes,,,USA,31,female,,USA 31 years,2,0
5178061369,yes,NSv2pt2,Yes,,,USA ,23,male,,,1,0
5178061369,yes,NSv2pt2,Yes,,,USA ,23,male,,,2,0
5178059631,yes,NSv2pt2,Yes,,Spanish,USA,22,female,,USA 22 years,1,0
5178059631,yes,NSv2pt2,Yes,,Spanish,USA,22,female,,USA 22 years,2,0
5178059236,yes,NSv2pt2,Yes,,,USA  ,54,female,,USA 54 years,1,0
5178059236,yes,NSv2pt2,Yes,,,USA  ,54,female,,USA 54 years,2,0
5178058638,yes,NSv2pt2,Yes,,,USA,40,female,,USA 40 years,1,0
5178058638,yes,NSv2pt2,Yes,,,USA,40,female,,USA 40 years,2,0
5178057388,yes,NSv2pt2,Yes,,,USA,31,female,,USA 31 years,1,0
5178057388,yes,NSv2pt2,Yes,,,USA,31,female,,USA 31 years,2,0
5178056447,yes,NSv2pt2,Yes,,Spanish,USA,27,female,,USA,1,0
5178056447,yes,NSv2pt2,Yes,,Spanish,USA,27,female,,USA,2,0
5178056096,yes,NSv2pt2,Yes,,,USA,43,female,,USA 43 years,1,0
5178056096,yes,NSv2pt2,Yes,,,USA,43,female,,USA 43 years,2,0
